rewards,avg_rewards
-50.0,-36.9
-3.0,-34.0
-32.0,-34.7
-8.0,-30.5
-4.0,-25.9
-2.0,-21.1
-3.0,-20.0
-2.0,-15.7
-3.0,-15.7
-5.0,-11.2
-18.0,-8.0
-10.0,-8.7
-3.0,-5.8
-46.0,-9.6
-3.0,-9.5
-4.0,-9.7
-2.0,-9.6
-2.0,-9.6
-2.0,-9.5
-50.0,-14.0
-33.0,-15.5
-3.0,-14.8
-2.0,-14.7
-37.0,-13.8
-29.0,-16.4
-7.0,-16.7
-50.0,-21.5
-50.0,-26.3
-50.0,-31.1
-44.0,-30.5
-50.0,-32.2
-50.0,-36.9
-3.0,-37.0
-50.0,-38.3
-47.0,-40.1
-48.0,-44.2
-50.0,-44.2
-50.0,-44.2
-3.0,-39.5
-47.0,-39.8
-3.0,-35.1
-3.0,-30.4
-3.0,-30.4
-4.0,-25.8
-47.0,-25.8
0.0,-21.0
-2.0,-16.2
-46.0,-15.8
-3.0,-15.8
-3.0,-11.4
-3.0,-11.4
-4.0,-11.5
-4.0,-11.6
-8.0,-12.0
-4.0,-7.7
-2.0,-7.9
-4.0,-8.1
0.0,-3.5
-1.0,-3.3
-3.0,-3.3
-2.0,-3.2
-1.0,-2.9
-28.0,-5.3
-1.0,-4.6
-21.0,-6.3
-2.0,-6.3
-2.0,-6.1
-3.0,-6.4
-6.0,-6.9
-4.0,-7.0
-4.0,-7.2
-2.0,-7.3
-2.0,-4.7
-4.0,-5.0
-7.0,-3.6
-2.0,-3.6
-3.0,-3.7
-3.0,-3.7
-4.0,-3.5
-4.0,-3.5
-5.0,-3.6
-2.0,-3.6
-5.0,-3.9
-3.0,-3.8
-2.0,-3.3
-8.0,-3.9
-3.0,-3.9
-3.0,-3.9
-1.0,-3.6
-3.0,-3.5
-3.0,-3.3
-1.0,-3.2
-34.0,-6.1
-4.0,-6.2
-11.0,-7.1
-2.0,-6.5
-50.0,-11.2
-2.0,-11.1
-39.0,-14.9
-2.0,-14.8
-3.0,-14.8
-4.0,-15.1
-3.0,-12.0
-3.0,-11.9
-6.0,-11.4
-2.0,-11.4
-3.0,-6.7
-4.0,-6.9
-42.0,-7.2
-4.0,-7.4
-1.0,-7.2
-1.0,-6.9
-3.0,-6.9
-4.0,-7.0
-3.0,-6.7
-3.0,-6.8
-3.0,-6.8
-3.0,-6.7
-1.0,-2.6
-41.0,-6.3
-2.0,-6.4
-2.0,-6.5
-4.0,-6.6
-5.0,-6.7
-2.0,-6.6
-2.0,-6.5
-3.0,-6.5
0.0,-6.2
-5.0,-6.6
-2.0,-2.7
-10.0,-3.5
-2.0,-3.5
-12.0,-4.3
-3.0,-4.1
-3.0,-4.2
-3.0,-4.3
-1.0,-4.1
-4.0,-4.5
-2.0,-4.2
-8.0,-4.8
-7.0,-4.5
-7.0,-5.0
-3.0,-4.1
-3.0,-4.1
-1.0,-3.9
-3.0,-3.9
-2.0,-4.0
-1.0,-3.7
-7.0,-4.2
-2.0,-3.6
-2.0,-3.1
-15.0,-3.9
0.0,-3.6
-3.0,-3.6
-2.0,-3.7
-2.0,-3.6
-3.0,-3.7
-1.0,-3.7
-2.0,-3.2
-4.0,-3.4
-1.0,-3.3
-3.0,-2.1
-1.0,-2.2
-6.0,-2.5
-2.0,-2.5
0.0,-2.3
0.0,-2.0
-2.0,-2.1
-2.0,-2.1
-4.0,-2.1
-3.0,-2.3
-4.0,-2.4
-3.0,-2.6
-2.0,-2.2
-50.0,-7.0
0.0,-7.0
-3.0,-7.3
-1.0,-7.2
-50.0,-12.0
-2.0,-11.8
-9.0,-12.4
-4.0,-12.4
-26.0,-14.7
-45.0,-19.0
-2.0,-14.2
-49.0,-19.1
-17.0,-20.5
-11.0,-21.5
-48.0,-21.3
-32.0,-24.3
-49.0,-28.3
-44.0,-32.3
-50.0,-34.7
-50.0,-35.2
-50.0,-40.0
-50.0,-40.1
-46.0,-43.0
-49.0,-46.8
-48.0,-46.8
-4.0,-44.0
-3.0,-39.4
-3.0,-35.3
-15.0,-31.8
-1.0,-26.9
-2.0,-22.1
-1.0,-17.2
-3.0,-12.9
-1.0,-8.1
-1.0,-3.4
0.0,-3.0
-3.0,-3.0
-4.0,-3.1
-3.0,-1.9
-3.0,-2.1
-5.0,-2.4
-3.0,-2.6
0.0,-2.3
-2.0,-2.4
-1.0,-2.4
-3.0,-2.7
-2.0,-2.6
-3.0,-2.5
-1.0,-2.3
0.0,-2.0
-2.0,-1.7
-3.0,-1.7
-2.0,-1.9
-3.0,-2.0
-3.0,-2.2
-3.0,-2.2
-2.0,-2.2
-2.0,-2.1
-3.0,-2.3
0.0,-2.3
-1.0,-2.2
-2.0,-2.1
-2.0,-2.1
-2.0,-2.0
-4.0,-2.1
-1.0,-1.9
-2.0,-1.9
-1.0,-1.8
-1.0,-1.6
-2.0,-1.8
-3.0,-2.0
-3.0,-2.1
0.0,-1.9
-2.0,-1.9
-2.0,-1.7
-3.0,-1.9
0.0,-1.7
-3.0,-1.9
-4.0,-2.2
-3.0,-2.3
-2.0,-2.2
0.0,-1.9
-3.0,-2.2
-11.0,-3.1
0.0,-2.9
-2.0,-2.8
-3.0,-3.1
